Kerinci,9951
Merangin,10133
Sarolangun,11609
Batang Hari,9833
Muaro Jambi,8456
Tanjung Jabung Timur,8904
Tanjung Jabung Barat,9395
Tebo,10273
Bungo,11352
Kota Jambi,11912
Kota Sungai Penuh,10186
SUMATERA SELATAN,10652
Ogan Komering Ulu,9940
Ogan Komering Ilir,10706
Muara Enim,11012
Lahat,9600
Musi Rawas,9562
Musi Banyuasin,10212
Banyu Asin,9760
Ogan Komering Ulu Selatan,8445
Ogan Komering Ulu Timur,11612
Ogan Ilir,10412
Empat Lawang,9450
Penukal Abab Lematang Ilir,8136
Musi Rawas Utara,9795
Kota Palembang,14697
Kota Prabumulih,12765
Kota Pagar Alam,8758
Kota Lubuklinggau,13288
BENGKULU,10162
Bengkulu Selatan,9592
Rejang Lebong,10045
Bengkulu Utara,10098
Kaur,8284
Seluma,7844
Mukomuko,10036
Lebong,11071
Kepahiang,9135
Bengkulu Tengah,9102
Kota Bengkulu,13633
LAMPUNG,9858
Lampung Barat,9741
Tanggamus,9107
Lampung Selatan,9781
Lampung Timur,9908
Lampung Tengah,11052
Lampung Utara,8559
Way Kanan,8979
Tulangbawang,10553
Pesawaran,7724
Pringsewu,10190
Mesuji,7774
Tulang Bawang Barat,8205
Pesisir Barat,8355
Kota Bandar Lampung,11952
Kota Metro,11636
KEP. BANGKA BELITUNG,12666
Bangka,12043
Belitung,13281
Bangka Barat,12011
Bangka Tengah,12836
Bangka Selatan,11573
Belitung Timur,11302
Kota Pangkal Pinang,15560
KEPULAUAN RIAU,13976
Karimun,11945
Bintan,14256
Natuna,14217
Lingga,11499
Kepulauan Anambas,11894
Kota Batam,17560
Kota Tanjung Pinang,15292
DKI JAKARTA,18128
Kep. Seribu,12264
Kota Jakarta Selatan,23363
Kota Jakarta Timur,17339
Kota Jakarta Pusat,16994
Kota Jakarta Barat,20298
Kota Jakarta Utara,18121
JAWA BARAT,10790
Bogor,10323
Sukabumi,8618
Cianjur,7874
Bandung,10203
Garut,7597
Tasikmalaya,7761
Ciamis,9190
Kuningan,9297
Cirebon,10212
Majalengka,9416
Sumedang,10153
Indramayu,9633
Subang,10715
Purwakarta,11372
Karawang,11277
Bekasi,11155
Bandung Barat,8329
Pangandaran,8968
Kota Bogor,11348
Kota Sukabumi,10609
Kota Bandung,16630
Kota Cirebon,11397
Kota Bekasi,15755
Kota Depok,15262
Kota Cimahi,11921
Kota Tasikmalaya,9855
Kota Banjar,10329
JAWA TENGAH,10777
Cilacap,10274
Banyumas,11240
Purbalingga,9786
Banjarnegara,9160
Kebumen,8757
Purworejo,10048
Wonosobo,10503
Magelang,9025
Boyolali,12758
Klaten,11738
Sukoharjo,11100
Wonogiri,9117
Karanganyar,11223
Sragen,12391
Grobogan,10097
Blora,9385
Rembang,10191
Pati,10190
Kudus,10979
Jepara,10169
Demak,10001
Semarang,11807
Temanggung,9142
Kendal,11257
Batang,9203
Pekalongan,10221
Pemalang,8186
Tegal,9433
Brebes,9890
Kota Magelang,11994
Kota Surakarta,14528
Kota Salatiga,15464
Kota Semarang,14895
Kota Pekalongan,12312
Kota Tegal,12830
D I YOGYAKARTA,13946
Kulon Progo,9698
Bantul,15386
Gunung Kidul,9163
Sleman,15844
Kota Yogyakarta,18629
JAWA TIMUR,11380
Pacitan,8527
Ponorogo,9426
Trenggalek,9400
Tulungagung,10455
Blitar,10327
Kediri,10853
Malang,9844
Lumajang,8931
Jember,9090
Banyuwangi,11828
Bondowoso,10429
Situbondo,9692
Probolinggo,10700
Pasuruan,9933
Sidoarjo,14168
Mojokerto,12454
Jombang,10999
Nganjuk,11768
Madiun,11351
Magetan,11539
Ngawi,11187
Bojonegoro,9926
Tuban,10048
Lamongan,11108
Gresik,12845
Bangkalan,8393
Sampang,8569
Pamekasan,8536
Sumenep,8722
Kota Kediri,11976
Kota Blitar,13391
Kota Malang,16158
Kota Probolinggo,11796
Kota Pasuruan,12931
Kota Mojokerto,13155
Kota Madiun,15616
Kota Surabaya,17157
Kota Batu,12466
BANTEN,11994
Pandeglang,8613
Lebak,8634
Tangerang,12179
Serang,10693
Kota Tangerang,14443
Kota Cilegon,12900
Kota Serang,13261
Kota Tangerang Selatan,15672
BALI,13886
Jembrana,11666
Tabanan,14245
Badung,17325
Gianyar,14376
Klungkung,11318
Bangli,11160
Karangasem,10050
Buleleng,13235
Kota Denpasar,19698
NUSA TENGGARA BARAT,10284
Lombok Barat,11367
Lombok Tengah,9796
Lombok Timur,9268
Sumbawa,9028
Dompu,8743
Bima,8354
Sumbawa Barat,11496
Lombok Utara,8888
Kota Mataram,14797
Kota Bima,10825
NUSA TENGGARA TIMUR,7566
Sumba Barat,7275
Sumba Timur,9351
Kupang,7472
Timor Tengah Selatan,6855
Timor Tengah Utara,6357
Belu,7403
Alor,6750
Lembata,7253
Flores Timur,7573
Sikka,7958
Ende,8995
Ngada,8857
Manggarai,7175
Rote Ndao,6484
Manggarai Barat,7426
Sumba Tengah,6093
Sumba Barat Daya,6298
Nagekeo,8219
Manggarai Timur,5809
Sabu Raijua,5245
Malaka,5894
Kota Kupang,13199
KALIMANTAN BARAT,8860
Sambas,9774
Bengkayang,9072
Landak,7183
Mempawah,7779
Sanggau,8126
Ketapang,8988
Sintang,8624
Kapuas Hulu,7074
Sekadau,7326
Melawi,8202
Kayong Utara,7552
Kubu Raya,8532
Kota Pontianak,14322
Kota Singkawang,11514
KALIMANTAN TENGAH,10931
Kotawaringin Barat,12788
Kotawaringin Timur,11556
Kapuas,10738
Barito Selatan,11242
Barito Utara,9357
Sukamara,8482
Lamandau,10996
Seruyan,9110
Katingan,10327
Pulang Pisau,9807
Gunung Mas,10504
Barito Timur,11000
Murung Raya,10164
Kota Palangka Raya,13677
KALIMANTAN SELATAN,12062
Tanah Laut,11209
Kotabaru,11579
Banjar,12571
Barito Kuala,9780
Tapin,11847
Hulu Sungai Selatan,12535
Hulu Sungai Tengah,12138
Hulu Sungai Utara,9567
Tabalong,11227
Tanah Bumbu,11710
Balangan,11442
Kota Banjarmasin,14256
Kota Banjar Baru,13590
KALIMANTAN TIMUR,11917
Paser,10605
Kutai Barat,9849
Kutai Kartanegara,10959
Kutai Timur,10614
Berau,12207
Penajam Paser Utara,11492
Mahakam Ulu,7653
Kota Balikpapan,14557
Kota Samarinda,14466
Kota Bontang,16698
KALIMANTAN UTARA,8943
Malinau,9853
Bulungan,9310
Tana Tidung,7511
Nunukan,6956
Kota Tarakan,11153
SULAWESI UTARA,10731
Bolaang Mongondow,10054
Minahasa,12319
Kepulauan Sangihe,11397
Kepulauan Talaud,8525
Minahasa Selatan,11410
Minahasa Utara,11318
Bolaang Mongondow Utara,8992
Siau Tagulandang Biaro,8097
Minahasa Tenggara,10354
Bolaang Mongondow Selatan,8743
Bolaang Mongondow Timur,8856
Kota Manado,13814
Kota Bitung,12168
Kota Tomohon,11647
Kota Kotamobagu,10663
SULAWESI TENGAH,9488
Banggai Kepulauan,7545
Banggai,9712
Morowali,11159
Poso,8936
Donggala,8106
Toli-Toli,8017
Buol,8079
Parigi Moutong,9808
Tojo Una-Una,7608
Sigi,8236
Banggai Laut,7810
Morowali Utara,8985
Kota Palu,15074
SULAWESI SELATAN,10814
Kepulauan Selayar,8666
Bulukumba,10331
Bantaeng,11153
Jeneponto,8957
Takalar,10134
Gowa,9179
Sinjai,9098
Maros,10558
Pangkajene dan Kepulauan,11197
Barru,10622
Bone,8686
Soppeng,9291
Wajo,12057
Sidenreng Rappang,11834
Pinrang,11508
Enrekang,10683
Luwu,9705
Tana Toraja,7087
Luwu Utara,11429
Luwu Timur,12346
Toraja Utara,7783
Kota Makasar,16597
Kota Parepare,13303
Kota Palopo,12662
SULAWESI TENGGARA,9262
Buton,7209
Muna,8098
Konawe,10004
Kolaka,12384
Konawe Selatan,8914
Bombana,8190
Wakatobi,9136
Kolaka Utara,10133
Buton Utara,7393
Konawe Utara,9050
Kolaka Timur,7606
Konawe Kepulauan,6601
Muna Barat,7405
Buton Tengah,7160
Buton Selatan,7192
Kota Kendari,14168
Kota Baubau,10374
GORONTALO,9839
Boalemo,8654
Gorontalo,9071
Pohuwato,10076
Bone Bolango,9827
Gorontalo Utara,8780
Kota Gorontalo,11908
SULAWESI BARAT,9051
Majene,9904
Polewali Mandar,8355
Mamasa,7597
Mamuju,9308
Mamuju Utara / Pasangkayu,10915
Mamuju Tengah,8243
MALUKU,8721
Maluku Tenggara Barat / Kepulauan Tanimbar,6275
Maluku Tenggara,7481
Maluku Tengah,10106
Buru,10203
Kepulauan Aru,7518
Seram Bagian Barat,8543
Seram Bagian Timur,9268
Maluku Barat Daya,6721
Buru Selatan,7506
Kota Ambon,13993
Kota Tual,7323
MALUKU UTARA,7980
Halmahera Barat,7418
Halmahera Tengah,7885
Kepulauan Sula,7044
Halmahera Selatan,7156
Halmahera Utara,7519
Halmahera Timur,7969
Pulau Morotai,6294
Pulau Taliabu,6455
Kota Ternate,13166
Kota Tidore Kepulauan,8232
PAPUA BARAT,7816
Fakfak,7357
Kaimana,8071
Teluk Wondama,7927
Teluk Bintuni,9622
Manokwari,11789
Sorong Selatan,6062
Sorong,7240
Raja Ampat,7760
Tambrauw,4859
Maybrat,5168
Manokwari Selatan,5225
Pegunungan Arfak,4979
Kota Sorong,13484
PAPUA BARAT DAYA,-
Raja Ampat,-
Sorong,-
Sorong Selatan,-
Maybrat,-
Tambrauw,-
Kota Sorong,-
PAPUA,7159
Merauke,10430
Jayawijaya,7637
Jayapura,10160
Nabire,9143
Kepulauan Yapen,7739
Biak Numfor,9969
Paniai,6535
Puncak Jaya,5459
Mimika,11700
Boven Digoel,8211
Mappi,6268
Asmat,5882
Yahukimo,4737
Pegunungan Bintang,5578
Tolikara,4946
Sarmi,6814
Keerom,8918
Waropen,6978
Supiori,5769
Mamberamo Raya,4755
Nduga,4131
Lanny Jaya,4517
Mamberamo Tengah,4609
Yalimo,4799
Puncak,5506
Dogiyai,5522
Intan Jaya,5440
Deiyai,4761
Kota Jayapura,14922
PAPUA SELATAN,-
Merauke,-
Boven Digoel,-
Mappi,-
Asmat,-
PAPUA TENGAH,-
Mimika,-
Dogiyai,-
Deiyai,-
Nabire,-
Paniai,-
Intan Jaya,-
Puncak,-
Puncak Jaya,-
PAPUA PEGUNUNGAN,-
Nduga,-
Jayawijaya,-
Lanny Jaya,-
Tolikara,-
Mamberamo Tengah,-
Yalimo,-
Yahukimo,-
Pegunungan Bintang,-
INDONESIA,11059
