Kerinci,10965
Merangin,10969
Sarolangun,12392
Batang Hari,10528
Muaro Jambi,9525
Tanjung Jabung Timur,9898
Tanjung Jabung Barat,10229
Tebo,10894
Bungo,12224
Kota Jambi,12783
Kota Sungai Penuh,11027
SUMATERA SELATAN,11472
Ogan Komering Ulu,10859
Ogan Komering Ilir,11736
Muara Enim,11683
Lahat,10811
Musi Rawas,10429
Musi Banyuasin,10862
Banyu Asin,10731
Ogan Komering Ulu Selatan,9176
Ogan Komering Ulu Timur,12046
Ogan Ilir,11456
Empat Lawang,10375
Penukal Abab Lematang Ilir,9139
Musi Rawas Utara,10631
Kota Palembang,15592
Kota Prabumulih,13494
Kota Pagar Alam,9683
Kota Lubuklinggau,14211
BENGKULU,11172
Bengkulu Selatan,10657
Rejang Lebong,10848
Bengkulu Utara,11188
Kaur,9365
Seluma,8949
Mukomuko,11075
Lebong,12012
Kepahiang,10044
Bengkulu Tengah,10114
Kota Bengkulu,14924
LAMPUNG,10769
Lampung Barat,10593
Tanggamus,10038
Lampung Selatan,10617
Lampung Timur,10812
Lampung Tengah,12195
Lampung Utara,9374
Way Kanan,9887
Tulangbawang,11552
Pesawaran,8633
Pringsewu,11016
Mesuji,8947
Tulang Bawang Barat,9162
Pesisir Barat,9102
Kota Bandar Lampung,13092
Kota Metro,12618
KEP. BANGKA BELITUNG,13589
Bangka,13146
Belitung,14365
Bangka Barat,13105
Bangka Tengah,13643
Bangka Selatan,12627
Belitung Timur,12536
Kota Pangkal Pinang,16734
KEPULAUAN RIAU,14998
Karimun,12756
Bintan,14882
Natuna,15409
Lingga,12485
Kepulauan Anambas,12495
Kota Batam,18990
Kota Tanjung Pinang,16213
DKI JAKARTA,19373
Kep. Seribu,13523
Kota Jakarta Selatan,24975
Kota Jakarta Timur,18712
Kota Jakarta Pusat,18202
Kota Jakarta Barat,21709
Kota Jakarta Utara,19617
JAWA BARAT,11695
Bogor,11153
Sukabumi,9482
Cianjur,8626
Bandung,11018
Garut,8685
Tasikmalaya,8562
Ciamis,9750
Kuningan,10011
Cirebon,11128
Majalengka,10340
Sumedang,11136
Indramayu,10580
Subang,11537
Purwakarta,12619
Karawang,12392
Bekasi,12123
Bandung Barat,9392
Pangandaran,9406
Kota Bogor,12656
Kota Sukabumi,11799
Kota Bandung,18236
Kota Cirebon,12506
Kota Bekasi,16479
Kota Depok,16279
Kota Cimahi,12883
Kota Tasikmalaya,11063
Kota Banjar,11356
JAWA TENGAH,11835
Cilacap,11432
Banyumas,12492
Purbalingga,10964
Banjarnegara,10226
Kebumen,9734
Purworejo,11110
Wonosobo,11577
Magelang,10493
Boyolali,13716
Klaten,12968
Sukoharjo,12319
Wonogiri,10283
Karanganyar,12260
Sragen,13439
Grobogan,11083
Blora,10541
Rembang,11399
Pati,11385
Kudus,12088
Jepara,11306
Demak,11166
Semarang,12943
Temanggung,10108
Kendal,12755
Batang,10470
Pekalongan,11297
Pemalang,9587
Tegal,10537
Brebes,10993
Kota Magelang,13175
Kota Surakarta,15870
Kota Salatiga,16650
Kota Semarang,16420
Kota Pekalongan,14056
Kota Tegal,14013
D I YOGYAKARTA,14924
Kulon Progo,10723
Bantul,16524
Gunung Kidul,10065
Sleman,16976
Kota Yogyakarta,19920
JAWA TIMUR,12421
Pacitan,9681
Ponorogo,10658
Trenggalek,10465
Tulungagung,11565
Blitar,11499
Kediri,11952
Malang,10791
Lumajang,9720
Jember,10277
Banyuwangi,12820
Bondowoso,11255
Situbondo,10702
Probolinggo,11756
Pasuruan,11239
Sidoarjo,15311
Mojokerto,13467
Jombang,11999
Nganjuk,12821
Madiun,12259
Magetan,12495
Ngawi,11897
Bojonegoro,10776
Tuban,11174
Lamongan,12019
Gresik,13870
Bangkalan,9438
Sampang,9363
Pamekasan,9420
Sumenep,9807
Kota Kediri,13276
Kota Blitar,14548
Kota Malang,17222
Kota Probolinggo,12999
Kota Pasuruan,14250
Kota Mojokerto,14422
Kota Madiun,17115
Kota Surabaya,18977
Kota Batu,13603
BANTEN,12601
Pandeglang,9151
Lebak,9130
Tangerang,12749
Serang,11320
Kota Tangerang,15377
Kota Cilegon,13663
Kota Serang,14088
Kota Tangerang Selatan,16225
BALI,14382
Jembrana,12236
Tabanan,14832
Badung,17915
Gianyar,15047
Klungkung,11760
Bangli,11670
Karangasem,10753
Buleleng,13987
Kota Denpasar,20128
NUSA TENGGARA BARAT,11095
Lombok Barat,11960
Lombok Tengah,10948
Lombok Timur,10152
Sumbawa,9981
Dompu,9404
Bima,8963
Sumbawa Barat,12214
Lombok Utara,9785
Kota Mataram,15894
Kota Bima,11740
NUSA TENGGARA TIMUR,8248
Sumba Barat,7993
Sumba Timur,10008
Kupang,8220
Timor Tengah Selatan,7450
Timor Tengah Utara,6889
Belu,7907
Alor,7565
Lembata,7962
Flores Timur,8223
Sikka,8678
Ende,9739
Ngada,9350
Manggarai,7903
Rote Ndao,7061
Manggarai Barat,7913
Sumba Tengah,6484
Sumba Barat Daya,7080
Nagekeo,8706
Manggarai Timur,6276
Sabu Raijua,5899
Malaka,6569
Kota Kupang,13762
KALIMANTAN BARAT,9810
Sambas,11057
Bengkayang,9859
Landak,8423
Mempawah,8690
Sanggau,9213
Ketapang,9984
Sintang,9128
Kapuas Hulu,8055
Sekadau,7981
Melawi,9155
Kayong Utara,8594
Kubu Raya,9605
Kota Pontianak,15632
Kota Singkawang,12457
KALIMANTAN TENGAH,11878
Kotawaringin Barat,13798
Kotawaringin Timur,12546
Kapuas,11829
Barito Selatan,12067
Barito Utara,10720
Sukamara,9494
Lamandau,12050
Seruyan,10157
Katingan,11399
Pulang Pisau,10752
Gunung Mas,11462
Barito Timur,12083
Murung Raya,11053
Kota Palangka Raya,14727
KALIMANTAN SELATAN,12953
Tanah Laut,12198
Kotabaru,12480
Banjar,13301
Barito Kuala,10750
Tapin,12776
Hulu Sungai Selatan,13743
Hulu Sungai Tengah,12782
Hulu Sungai Utara,10491
Tabalong,12507
Tanah Bumbu,12516
Balangan,11888
Kota Banjarmasin,15280
Kota Banjar Baru,14524
KALIMANTAN TIMUR,13202
Paser,11651
Kutai Barat,11291
Kutai Kartanegara,12323
Kutai Timur,11961
Berau,13620
Penajam Paser Utara,12517
Mahakam Ulu,8696
Kota Balikpapan,16195
Kota Samarinda,15610
Kota Bontang,17659
KALIMANTAN UTARA,9734
Malinau,10708
Bulungan,10205
Tana Tidung,8386
Nunukan,7787
Kota Tarakan,11992
SULAWESI UTARA,11497
Bolaang Mongondow,10915
Minahasa,13027
Kepulauan Sangihe,11946
Kepulauan Talaud,9146
Minahasa Selatan,12090
Minahasa Utara,11958
Bolaang Mongondow Utara,9652
Siau Tagulandang Biaro,8742
Minahasa Tenggara,11034
Bolaang Mongondow Selatan,9593
Bolaang Mongondow Timur,9741
Kota Manado,14822
Kota Bitung,12954
Kota Tomohon,12488
Kota Kotamobagu,11452
SULAWESI TENGAH,10149
Banggai Kepulauan,8066
Banggai,10400
Morowali,11708
Poso,9622
Donggala,8766
Toli-Toli,8665
Buol,8678
Parigi Moutong,10471
Tojo Una-Una,8550
Sigi,8891
Banggai Laut,8470
Morowali Utara,9623
Kota Palu,15501
SULAWESI SELATAN,11841
Kepulauan Selayar,9830
Bulukumba,11392
Bantaeng,12304
Jeneponto,9781
Takalar,11239
Gowa,10233
Sinjai,10180
Maros,11795
Pangkajene dan Kepulauan,12241
Barru,11712
Bone,9682
Soppeng,10098
Wajo,13192
Sidenreng Rappang,12739
Pinrang,12559
Enrekang,11636
Luwu,10691
Tana Toraja,8017
Luwu Utara,12513
Luwu Timur,13451
Toraja Utara,8871
Kota Makasar,17889
Kota Parepare,14495
Kota Palopo,13892
SULAWESI TENGGARA,10117
Buton,7995
Muna,8703
Konawe,10963
Kolaka,13055
Konawe Selatan,9753
Bombana,9132
Wakatobi,10240
Kolaka Utara,11020
Buton Utara,8289
Konawe Utara,10113
Kolaka Timur,8520
Konawe Kepulauan,7564
Muna Barat,8076
Buton Tengah,8003
Buton Selatan,7936
Kota Kendari,15116
Kota Baubau,11207
GORONTALO,11069
Boalemo,9941
Gorontalo,10336
Pohuwato,11018
Bone Bolango,11114
Gorontalo Utara,10037
Kota Gorontalo,13351
SULAWESI BARAT,9718
Majene,10462
Polewali Mandar,9096
Mamasa,8108
Mamuju,10075
Mamuju Utara / Pasangkayu,11649
Mamuju Tengah,8821
MALUKU,9278
Maluku Tenggara Barat / Kepulauan Tanimbar,6722
Maluku Tenggara,8174
Maluku Tengah,10788
Buru,10879
Kepulauan Aru,8133
Seram Bagian Barat,9324
Seram Bagian Timur,10020
Maluku Barat Daya,7223
Buru Selatan,8108
Kota Ambon,14692
Kota Tual,7825
MALUKU UTARA,8834
Halmahera Barat,8046
Halmahera Tengah,8675
Kepulauan Sula,7718
Halmahera Selatan,7883
Halmahera Utara,8152
Halmahera Timur,8650
Pulau Morotai,7141
Pulau Taliabu,6939
Kota Ternate,14042
Kota Tidore Kepulauan,9034
PAPUA BARAT,8404
Fakfak,7851
Kaimana,8749
Teluk Wondama,8490
Teluk Bintuni,10324
Manokwari,12566
Sorong Selatan,6727
Sorong,7984
Raja Ampat,8483
Tambrauw,5302
Maybrat,5669
Manokwari Selatan,5948
Pegunungan Arfak,5438
Kota Sorong,14133
PAPUA BARAT DAYA,-
Raja Ampat,-
Sorong,-
Sorong Selatan,-
Maybrat,-
Tambrauw,-
Kota Sorong,-
PAPUA,7562
Merauke,10747
Jayawijaya,8159
Jayapura,10671
Nabire,9381
Kepulauan Yapen,8091
Biak Numfor,10229
Paniai,6977
Puncak Jaya,5731
Mimika,12076
Boven Digoel,8396
Mappi,6821
Asmat,6057
Yahukimo,5351
Pegunungan Bintang,5849
Tolikara,5397
Sarmi,7204
Keerom,9545
Waropen,7335
Supiori,6259
Mamberamo Raya,5105
Nduga,4352
Lanny Jaya,4751
Mamberamo Tengah,4855
Yalimo,5015
Puncak,5975
Dogiyai,6182
Intan Jaya,6140
Deiyai,5104
Kota Jayapura,15272
PAPUA SELATAN,-
Merauke,-
Boven Digoel,-
Mappi,-
Asmat,-
PAPUA TENGAH,-
Mimika,-
Dogiyai,-
Deiyai,-
Nabire,-
Paniai,-
Intan Jaya,-
Puncak,-
Puncak Jaya,-
PAPUA PEGUNUNGAN,-
Nduga,-
Jayawijaya,-
Lanny Jaya,-
Tolikara,-
Mamberamo Tengah,-
Yalimo,-
Yahukimo,-
Pegunungan Bintang,-
INDONESIA,11899
